databaseId,caseId.en,title,citation,rootURL,databaseyear,format,,webURL,citingCasesURI,,citingCasesRoot,citingCasesMethod,apiKey
csc-scc,2016scc12,Daniels v. Canada (Indian Affairs and Northern Development),"[2016] 1 SCR 99, 2016 SCC 12 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2016,.html,/,https://www.canlii.org/en/ca/scc/doc/2016/2016scc12/2016scc12.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2016scc12/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2016scc11,R. v. Borowiec,"[2016] 1 SCR 80, 2016 SCC 11 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2016,.html,/,https://www.canlii.org/en/ca/scc/doc/2016/2016scc11/2016scc11.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2016scc11/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2016scc10,R. v. Knapczyk,"[2016] 1 SCR 78, 2016 SCC 10 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2016,.html,/,https://www.canlii.org/en/ca/scc/doc/2016/2016scc10/2016scc10.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2016scc10/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2016scc8,Commission scolaire de Laval v. Syndicat de l’enseignement de la région de Laval,"[2016] 1 SCR 29, 2016 SCC 8 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2016,.html,/,https://www.canlii.org/en/ca/scc/doc/2016/2016scc8/2016scc8.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2016scc8/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2016scc7,R. v. Newman,"[2016] 1 SCR 27, 2016 SCC 7 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2016,.html,/,https://www.canlii.org/en/ca/scc/doc/2016/2016scc7/2016scc7.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2016scc7/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2016scc6,R. v. Gagnon,"[2016] 1 SCR 25, 2016 SCC 6 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2016,.html,/,https://www.canlii.org/en/ca/scc/doc/2016/2016scc6/2016scc6.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2016scc6/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2016scc5,R. v. Meer,"[2016] 1 SCR 23, 2016 SCC 5 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2016,.html,/,https://www.canlii.org/en/ca/scc/doc/2016/2016scc5/2016scc5.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2016scc5/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2016scc3,R. v. Spicer,"[2016] 1 SCR 11, 2016 SCC 3 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2016,.html,/,https://www.canlii.org/en/ca/scc/doc/2016/2016scc3/2016scc3.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2016scc3/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2016scc2,R. v. Seruhungo,"[2016] 1 SCR 9, 2016 SCC 2 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2016,.html,/,https://www.canlii.org/en/ca/scc/doc/2016/2016scc2/2016scc2.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2016scc2/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2016scc4,Carter v. Canada (Attorney General),"[2016] 1 SCR 13, 2016 SCC 4 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2016,.html,/,https://www.canlii.org/en/ca/scc/doc/2016/2016scc4/2016scc4.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2016scc4/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2016scc1,Canadian Pacific Railway Co. v. Canada (Attorney General),"[2016] 1 SCR 6, 2016 SCC 1 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2016,.html,/,https://www.canlii.org/en/ca/scc/doc/2016/2016scc1/2016scc1.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2016scc1/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2015scc65,R. v. Riesberry,"[2015] 3 SCR 1167, 2015 SCC 65 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2015,.html,/,https://www.canlii.org/en/ca/scc/doc/2015/2015scc65/2015scc65.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2015scc65/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2015scc64,R. v. Lacasse,"[2015] 3 SCR 1089, 2015 SCC 64 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2015,.html,/,https://www.canlii.org/en/ca/scc/doc/2015/2015scc64/2015scc64.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2015scc64/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
